      Step     Time          Energy          fmax
BFGS:   93 17:05:08     -115.087791        0.044488
      Step     Time          Energy          fmax
BFGS:    0 17:05:08     -118.918289        1.143554
BFGS:    1 17:05:09     -118.954941        0.762011
BFGS:    2 17:05:09     -118.996742        0.543177
BFGS:    3 17:05:09     -119.023270        0.484874
BFGS:    4 17:05:09     -119.036255        0.360199
BFGS:    5 17:05:09     -119.048286        0.345667
BFGS:    6 17:05:09     -119.058060        0.335080
BFGS:    7 17:05:09     -119.062958        0.225664
BFGS:    8 17:05:09     -119.065376        0.144562
BFGS:    9 17:05:09     -119.066986        0.188882
BFGS:   10 17:05:09     -119.068405        0.197327
BFGS:   11 17:05:09     -119.069435        0.107768
BFGS:   12 17:05:09     -119.069832        0.045306
      Step     Time          Energy          fmax
BFGS:    0 17:05:10     -118.438179        1.101437
BFGS:    1 17:05:10     -118.479652        0.565993
BFGS:    2 17:05:10     -118.575012        1.196905
BFGS:    3 17:05:10     -118.676926        1.748564
BFGS:    4 17:05:10     -118.741028        1.219658
BFGS:    5 17:05:10     -118.770203        0.464764
BFGS:    6 17:05:10     -118.796036        0.571777
BFGS:    7 17:05:10     -118.827202        1.076490
BFGS:    8 17:05:10     -118.877533        1.350889
BFGS:    9 17:05:10     -118.916542        1.001078
BFGS:   10 17:05:11     -118.943390        0.326136
BFGS:   11 17:05:11     -118.958946        0.477366
BFGS:   12 17:05:11     -118.981407        0.711823
BFGS:   13 17:05:11     -119.018394        0.951702
BFGS:   14 17:05:11     -119.046165        0.643241
BFGS:   15 17:05:11     -119.060425        0.309114
BFGS:   16 17:05:11     -119.073868        0.408521
BFGS:   17 17:05:11     -119.090614        0.785449
BFGS:   18 17:05:11     -119.116859        1.081861
BFGS:   19 17:05:11     -119.146194        0.968604
BFGS:   20 17:05:11     -119.169609        0.418806
BFGS:   21 17:05:12     -119.181923        0.316588
BFGS:   22 17:05:12     -119.190506        0.368186
BFGS:   23 17:05:12     -119.206673        0.581960
BFGS:   24 17:05:12     -119.219910        0.376603
BFGS:   25 17:05:12     -119.228996        0.214758
BFGS:   26 17:05:12     -119.233704        0.122602
BFGS:   27 17:05:12     -119.238068        0.216817
BFGS:   28 17:05:12     -119.243279        0.281933
BFGS:   29 17:05:12     -119.250168        0.257296
BFGS:   30 17:05:12     -119.254997        0.224340
BFGS:   31 17:05:12     -119.257729        0.119397
BFGS:   32 17:05:12     -119.259499        0.105713
BFGS:   33 17:05:13     -119.261642        0.165989
BFGS:   34 17:05:13     -119.264305        0.204594
BFGS:   35 17:05:13     -119.266541        0.160379
BFGS:   36 17:05:13     -119.267632        0.069896
BFGS:   37 17:05:13     -119.268196        0.065995
BFGS:   38 17:05:13     -119.268852        0.102501
BFGS:   39 17:05:13     -119.269859        0.168173
BFGS:   40 17:05:13     -119.271118        0.181711
BFGS:   41 17:05:13     -119.272202        0.111506
BFGS:   42 17:05:13     -119.272858        0.044362
      Step     Time          Energy          fmax
BFGS:    0 17:05:14     -118.746490        1.065857
BFGS:    1 17:05:14     -118.805603        0.994859
BFGS:    2 17:05:14     -118.993675        1.871081
BFGS:    3 17:05:14     -119.089928        1.734241
BFGS:    4 17:05:14     -119.129105        0.653622
BFGS:    5 17:05:14     -119.148712        0.370054
BFGS:    6 17:05:14     -119.164436        0.578051
BFGS:    7 17:05:14     -119.195023        0.799458
BFGS:    8 17:05:14     -119.213219        0.537125
BFGS:    9 17:05:14     -119.224182        0.277079
BFGS:   10 17:05:14     -119.229424        0.226961
BFGS:   11 17:05:15     -119.236610        0.450094
BFGS:   12 17:05:15     -119.248146        0.566187
BFGS:   13 17:05:15     -119.259407        0.414559
BFGS:   14 17:05:15     -119.264984        0.163775
BFGS:   15 17:05:15     -119.268227        0.124808
BFGS:   16 17:05:15     -119.270958        0.206928
BFGS:   17 17:05:15     -119.274597        0.248663
BFGS:   18 17:05:15     -119.278221        0.195914
BFGS:   19 17:05:15     -119.280365        0.090168
BFGS:   20 17:05:15     -119.281273        0.066837
BFGS:   21 17:05:15     -119.282028        0.102588
BFGS:   22 17:05:15     -119.283180        0.120791
BFGS:   23 17:05:16     -119.284256        0.088765
BFGS:   24 17:05:16     -119.284828        0.058261
BFGS:   25 17:05:16     -119.285072        0.037129
      Step     Time          Energy          fmax
BFGS:    0 17:06:31     -124.484459        2.133509
BFGS:    1 17:06:32     -124.579681        1.347218
BFGS:    2 17:06:32     -124.628922        0.844194
BFGS:    3 17:06:32     -124.716713        0.934061
BFGS:    4 17:06:32     -124.745232        0.793452
BFGS:    5 17:06:32     -124.768799        0.419500
BFGS:    6 17:06:32     -124.785767        0.570581
BFGS:    7 17:06:32     -124.803551        0.520961
BFGS:    8 17:06:32     -124.819504        0.482722
BFGS:    9 17:06:32     -124.831741        0.305600
BFGS:   10 17:06:32     -124.838699        0.227761
BFGS:   11 17:06:32     -124.844154        0.244574
BFGS:   12 17:06:32     -124.852409        0.366479
BFGS:   13 17:06:32     -124.864792        0.516043
BFGS:   14 17:06:33     -124.877571        0.402893
BFGS:   15 17:06:33     -124.885025        0.439839
BFGS:   16 17:06:33     -124.887619        0.506922
BFGS:   17 17:06:33     -124.892471        0.153049
BFGS:   18 17:06:33     -124.895439        0.214523
BFGS:   19 17:06:33     -124.899948        0.222138
BFGS:   20 17:06:33     -124.902405        0.189157
BFGS:   21 17:06:33     -124.903915        0.121468
BFGS:   22 17:06:33     -124.904663        0.132615
BFGS:   23 17:06:33     -124.905945        0.132399
BFGS:   24 17:06:33     -124.908569        0.187650
BFGS:   25 17:06:33     -124.912766        0.178093
BFGS:   26 17:06:33     -124.916023        0.193625
BFGS:   27 17:06:33     -124.918549        0.165030
BFGS:   28 17:06:33     -124.921555        0.151073
BFGS:   29 17:06:34     -124.925529        0.205985
BFGS:   30 17:06:34     -124.930031        0.250889
BFGS:   31 17:06:34     -124.933266        0.201171
BFGS:   32 17:06:34     -124.935051        0.087015
BFGS:   33 17:06:34     -124.936203        0.076881
BFGS:   34 17:06:34     -124.937607        0.205668
BFGS:   35 17:06:34     -124.939690        0.154602
BFGS:   36 17:06:34     -124.942535        0.141803
BFGS:   37 17:06:34     -124.944305        0.088303
BFGS:   38 17:06:34     -124.945160        0.067191
BFGS:   39 17:06:34     -124.946487        0.099101
BFGS:   40 17:06:34     -124.948601        0.158863
BFGS:   41 17:06:34     -124.951340        0.187648
BFGS:   42 17:06:34     -124.953506        0.149927
BFGS:   43 17:06:34     -124.955208        0.099485
BFGS:   44 17:06:34     -124.957329        0.112504
BFGS:   45 17:06:35     -124.960678        0.183318
BFGS:   46 17:06:35     -124.965401        0.255159
BFGS:   47 17:06:35     -124.967354        0.534120
BFGS:   48 17:06:35     -124.971222        0.206062
BFGS:   49 17:06:35     -124.974052        0.096255
BFGS:   50 17:06:35     -124.976013        0.096589
BFGS:   51 17:06:35     -124.980736        0.223939
BFGS:   52 17:06:35     -124.984535        0.238262
BFGS:   53 17:06:35     -124.989380        0.197494
BFGS:   54 17:06:35     -124.993118        0.138462
BFGS:   55 17:06:35     -124.995018        0.086671
BFGS:   56 17:06:35     -124.996124        0.124637
BFGS:   57 17:06:35     -124.998123        0.117664
BFGS:   58 17:06:35     -124.999969        0.110457
BFGS:   59 17:06:35     -125.001572        0.131204
BFGS:   60 17:06:35     -125.002548        0.089038
BFGS:   61 17:06:36     -125.003220        0.050856
BFGS:   62 17:06:36     -125.004005        0.071512
BFGS:   63 17:06:36     -125.005440        0.147017
BFGS:   64 17:06:36     -125.007553        0.205425
BFGS:   65 17:06:36     -125.009789        0.169211
BFGS:   66 17:06:36     -125.011353        0.095052
BFGS:   67 17:06:36     -125.012337        0.083788
BFGS:   68 17:06:36     -125.013313        0.154821
BFGS:   69 17:06:36     -125.014923        0.212938
BFGS:   70 17:06:36     -125.016617        0.173154
BFGS:   71 17:06:36     -125.017670        0.077260
BFGS:   72 17:06:36     -125.018234        0.048890
      Step     Time          Energy          fmax
BFGS:    0 17:06:36     -123.893326        2.347380
BFGS:    1 17:06:37     -123.997925        1.461193
BFGS:    2 17:06:37     -124.058937        0.954791
BFGS:    3 17:06:37     -124.201927        1.349746
BFGS:    4 17:06:37     -124.275452        1.480302
BFGS:    5 17:06:37     -124.436012        1.405863
BFGS:    6 17:06:37     -124.508331        0.792924
BFGS:    7 17:06:37     -124.562164        0.838694
BFGS:    8 17:06:37     -124.598686        0.992653
BFGS:    9 17:06:37     -124.707275        1.223541
BFGS:   10 17:06:37     -124.833046        1.744051
BFGS:   11 17:06:37     -124.901459        1.144494
BFGS:   12 17:06:37     -124.955627        0.570181
BFGS:   13 17:06:37     -124.991455        0.799963
BFGS:   14 17:06:37     -125.038765        1.464154
BFGS:   15 17:06:37     -125.121933        1.198208
BFGS:   16 17:06:38     -125.182907        0.807129
BFGS:   17 17:06:38     -125.216255        0.504269
BFGS:   18 17:06:38     -125.231216        0.444640
BFGS:   19 17:06:38     -125.269539        0.591021
BFGS:   20 17:06:38     -125.287460        0.686746
BFGS:   21 17:06:38     -125.302284        0.477875
BFGS:   22 17:06:38     -125.310471        0.235277
BFGS:   23 17:06:38     -125.318642        0.322181
BFGS:   24 17:06:38     -125.329361        0.504208
BFGS:   25 17:06:38     -125.343269        0.544622
BFGS:   26 17:06:38     -125.353745        0.358245
BFGS:   27 17:06:38     -125.361366        0.215110
BFGS:   28 17:06:38     -125.367477        0.309688
BFGS:   29 17:06:38     -125.375481        0.463489
BFGS:   30 17:06:38     -125.385086        0.472774
BFGS:   31 17:06:38     -125.392097        0.243573
BFGS:   32 17:06:39     -125.395325        0.243458
BFGS:   33 17:06:39     -125.397148        0.180538
BFGS:   34 17:06:39     -125.399567        0.241616
BFGS:   35 17:06:39     -125.402130        0.138616
BFGS:   36 17:06:39     -125.404129        0.178100
BFGS:   37 17:06:39     -125.405518        0.164757
BFGS:   38 17:06:39     -125.407387        0.179360
BFGS:   39 17:06:39     -125.409088        0.150742
BFGS:   40 17:06:39     -125.410240        0.054440
BFGS:   41 17:06:39     -125.410820        0.082542
BFGS:   42 17:06:39     -125.411713        0.136101
BFGS:   43 17:06:39     -125.412979        0.155312
BFGS:   44 17:06:39     -125.414085        0.103616
BFGS:   45 17:06:39     -125.414680        0.047229
      Step     Time          Energy          fmax
BFGS:    0 17:06:40     -124.181534        2.393864
BFGS:    1 17:06:40     -124.291420        1.584639
BFGS:    2 17:06:40     -124.362999        0.958659
BFGS:    3 17:06:40     -124.542984        1.409513
BFGS:    4 17:06:40     -124.593155        1.174742
BFGS:    5 17:06:40     -124.652527        0.501970
BFGS:    6 17:06:40     -124.671776        0.459830
BFGS:    7 17:06:40     -124.692329        0.525993
BFGS:    8 17:06:40     -124.716560        0.664033
BFGS:    9 17:06:40     -124.749382        0.680843
BFGS:   10 17:06:40     -124.772758        0.438620
BFGS:   11 17:06:40     -124.794952        0.439963
BFGS:   12 17:06:41     -124.822731        0.625657
BFGS:   13 17:06:41     -124.869438        1.474051
BFGS:   14 17:06:41     -124.919182        1.901553
BFGS:   15 17:06:41     -124.969284        1.228891
BFGS:   16 17:06:41     -124.902077        2.405050
BFGS:   17 17:06:41     -125.035095        1.076068
BFGS:   18 17:06:41     -125.056740        0.650540
BFGS:   19 17:06:41     -125.074585        0.301811
BFGS:   20 17:06:41     -125.100571        0.409119
BFGS:   21 17:06:41     -125.114906        0.457245
BFGS:   22 17:06:41     -125.129906        0.392420
BFGS:   23 17:06:41     -125.138817        0.275083
BFGS:   24 17:06:41     -125.148193        0.274662
BFGS:   25 17:06:41     -125.155647        0.293599
BFGS:   26 17:06:42     -125.161835        0.232819
BFGS:   27 17:06:42     -125.166580        0.246481
BFGS:   28 17:06:42     -125.170975        0.213289
BFGS:   29 17:06:42     -125.175766        0.260835
BFGS:   30 17:06:42     -125.180832        0.254355
BFGS:   31 17:06:42     -125.184929        0.189748
BFGS:   32 17:06:42     -125.187950        0.126494
BFGS:   33 17:06:42     -125.190811        0.215816
BFGS:   34 17:06:42     -125.194214        0.326185
BFGS:   35 17:06:42     -125.198280        0.283412
BFGS:   36 17:06:42     -125.201340        0.213777
BFGS:   37 17:06:42     -125.203087        0.118557
BFGS:   38 17:06:42     -125.204300        0.148039
BFGS:   39 17:06:43     -125.205948        0.197395
BFGS:   40 17:06:43     -125.208107        0.173960
BFGS:   41 17:06:43     -125.209740        0.128406
BFGS:   42 17:06:43     -125.210648        0.066579
BFGS:   43 17:06:43     -125.211349        0.070652
BFGS:   44 17:06:43     -125.212189        0.114498
BFGS:   45 17:06:43     -125.213425        0.138706
BFGS:   46 17:06:43     -125.214462        0.115688
BFGS:   47 17:06:43     -125.214989        0.050832
BFGS:   48 17:06:43     -125.215279        0.038347
      Step     Time          Energy          fmax
BFGS:    0 17:06:44     -123.427307        5.805496
BFGS:    1 17:06:44     -124.085304        2.330535
BFGS:    2 17:06:44     -124.200905        2.548781
BFGS:    3 17:06:44     -124.399567        0.981894
BFGS:    4 17:06:44     -124.453117        1.024655
BFGS:    5 17:06:44     -124.485016        0.808920
BFGS:    6 17:06:44     -124.547928        1.046894
BFGS:    7 17:06:44     -124.565712        0.452245
BFGS:    8 17:06:44     -124.584793        0.308468
BFGS:    9 17:06:44     -124.591141        0.219290
BFGS:   10 17:06:45     -124.594543        0.223760
BFGS:   11 17:06:45     -124.601395        0.315300
BFGS:   12 17:06:45     -124.609909        0.438174
BFGS:   13 17:06:45     -124.620850        0.524811
BFGS:   14 17:06:45     -124.633675        0.453108
BFGS:   15 17:06:45     -124.650742        0.347714
BFGS:   16 17:06:45     -124.669754        0.558492
BFGS:   17 17:06:45     -124.706192        0.979535
BFGS:   18 17:06:45     -124.734756        0.645307
BFGS:   19 17:06:45     -124.593475        2.871364
BFGS:   20 17:06:45     -124.758354        1.720456
BFGS:   21 17:06:45     -124.770874        0.713381
BFGS:   22 17:06:46     -124.790123        0.278832
BFGS:   23 17:06:46     -124.800308        0.317038
BFGS:   24 17:06:46     -124.806229        0.177406
BFGS:   25 17:06:46     -124.812393        0.243208
BFGS:   26 17:06:46     -124.817093        0.390049
BFGS:   27 17:06:46     -124.823296        0.459818
BFGS:   28 17:06:46     -124.830032        0.380386
BFGS:   29 17:06:46     -124.837761        0.276397
BFGS:   30 17:06:46     -124.845184        0.323619
BFGS:   31 17:06:46     -124.852333        0.332384
BFGS:   32 17:06:46     -124.858261        0.358120
BFGS:   33 17:06:46     -124.865723        0.431146
BFGS:   34 17:06:47     -124.879608        0.578658
BFGS:   35 17:06:47     -124.899078        0.743605
BFGS:   36 17:06:47     -124.917343        0.612490
BFGS:   37 17:06:47     -124.933395        0.397006
BFGS:   38 17:06:47     -124.946930        0.412729
BFGS:   39 17:06:47     -124.964279        0.650933
BFGS:   40 17:06:47     -124.980858        0.591780
BFGS:   41 17:06:47     -124.995728        0.543059
BFGS:   42 17:06:47     -125.008148        0.431840
BFGS:   43 17:06:47     -125.019203        0.202671
BFGS:   44 17:06:47     -125.026955        0.307707
BFGS:   45 17:06:47     -125.040192        0.467778
